primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,url,filename,duration
barswa,[],['alarm call'],51.0383,3.9184,Hirundo rustica,Barn Swallow,Erik Roels,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/142633,barswa/XC142633.ogg,
barswa,[],"['begging call', 'call', 'song']",51.0383,3.9184,Hirundo rustica,Barn Swallow,Erik Roels,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,https://www.xeno-canto.org/142794,barswa/XC142794.ogg,
barswa,[],"['call', 'juvenile']",56.0561,46.6335,Hirundo rustica,Barn Swallow,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.0,https://www.xeno-canto.org/144039,barswa/XC144039.ogg,
barswa,[],['flight call'],41.2004,-73.8799,Hirundo rustica,Barn Swallow,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,1.0,https://www.xeno-canto.org/144361,barswa/XC144361.ogg,
barswa,[],['call'],55.6539,47.1405,Hirundo rustica,Barn Swallow,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2.0,https://www.xeno-canto.org/145761,barswa/XC145761.ogg,
barswa,[],['alarm call'],50.738,9.6649,Hirundo rustica,Barn Swallow,Matthias Hemprich,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,https://www.xeno-canto.org/146746,barswa/XC146746.ogg,
barswa,[],['Begging calls'],53.061,11.457,Hirundo rustica,Barn Swallow,Volker Arnold,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,https://www.xeno-canto.org/147199,barswa/XC147199.ogg,
barswa,[],['song'],39.8483,-5.6788,Hirundo rustica,Barn Swallow,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/148900,barswa/XC148900.ogg,
barswa,[],['flight call'],,,Hirundo rustica,Barn Swallow,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,1.0,https://www.xeno-canto.org/169360,barswa/XC169360.ogg,
barswa,[],"['flight call', 'male']",,,Hirundo rustica,Barn Swallow,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.0,https://www.xeno-canto.org/171221,barswa/XC171221.ogg,
barswa,[],"['call', 'male', 'song']",37.4261,-5.9853,Hirundo rustica,Barn Swallow,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/171237,barswa/XC171237.ogg,
barswa,[],"['flight call', 'male', 'song']",,,Hirundo rustica,Barn Swallow,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/171624,barswa/XC171624.ogg,
barswa,[],['flight call'],,,Hirundo rustica,Barn Swallow,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.0,https://www.xeno-canto.org/176091,barswa/XC176091.ogg,
barswa,[],['song'],,,Hirundo rustica,Barn Swallow,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/176095,barswa/XC176095.ogg,
barswa,[],"['male', 'song']",,,Hirundo rustica,Barn Swallow,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/176097,barswa/XC176097.ogg,
barswa,[],['song'],60.3464,11.6468,Hirundo rustica,Barn Swallow,Elias A. Ryberg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/177243,barswa/XC177243.ogg,
barswa,[],"['call', 'male']",37.4868,-5.9435,Hirundo rustica,Barn Swallow,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/178328,barswa/XC178328.ogg,
barswa,[],['flight call'],,,Hirundo rustica,Barn Swallow,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/179260,barswa/XC179260.ogg,
barswa,[],"['call', 'female', 'male']",37.2384,-6.1295,Hirundo rustica,Barn Swallow,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/179356,barswa/XC179356.ogg,
barswa,[],"['call', 'flight call']",48.3447,10.9154,Hirundo rustica,Barn Swallow,Buhl Johannes,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/182025,barswa/XC182025.ogg,
barswa,[],['call'],40.9663,68.7289,Hirundo rustica,Barn Swallow,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/183794,barswa/XC183794.ogg,
barswa,[],"['call', 'flight call', 'song']",46.0192,61.846,Hirundo rustica,Barn Swallow,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/184414,barswa/XC184414.ogg,
barswa,[],"['call', 'song']",46.0192,61.846,Hirundo rustica,Barn Swallow,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/184418,barswa/XC184418.ogg,
barswa,[],['flight call'],39.1382,66.8735,Hirundo rustica,Barn Swallow,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/185479,barswa/XC185479.ogg,
barswa,[],['song in flight'],49.0715,-106.5309,Hirundo rustica,Barn Swallow,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/186847,barswa/XC186847.ogg,
barswa,[],['song'],38.0707,-122.8246,Hirundo rustica,Barn Swallow,Thomas G. Graves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/187314,barswa/XC187314.ogg,
barswa,[],['song'],36.638,30.4419,Hirundo rustica,Barn Swallow,Lars Lachmann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/187796,barswa/XC187796.ogg,
barswa,[],"['alarm call', 'flight call']",53.2364,21.4666,Hirundo rustica,Barn Swallow,Jarek Matusiak,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/188601,barswa/XC188601.ogg,
barswa,[],['flight call'],55.0759,47.7804,Hirundo rustica,Barn Swallow,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/190143,barswa/XC190143.ogg,
barswa,[],['call'],,,Hirundo rustica,Barn Swallow,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/191024,barswa/XC191024.ogg,
barswa,[],"['juvenile', 'song']",,,Hirundo rustica,Barn Swallow,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/191025,barswa/XC191025.ogg,
barswa,[],['song'],54.4943,-6.3824,Hirundo rustica,Barn Swallow,Oscar Campbell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/191394,barswa/XC191394.ogg,
barswa,[],"['call', 'juvenile']",,,Hirundo rustica,Barn Swallow,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/192547,barswa/XC192547.ogg,
barswa,[],"['call', 'juvenile']",,,Hirundo rustica,Barn Swallow,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/192549,barswa/XC192549.ogg,
barswa,[],"['call', 'flight call']",,,Hirundo rustica,Barn Swallow,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/192658,barswa/XC192658.ogg,
barswa,[],['flight call'],43.1905,40.385,Hirundo rustica,Barn Swallow,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/193495,barswa/XC193495.ogg,
barswa,[],['flight call'],43.1905,40.385,Hirundo rustica,Barn Swallow,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/193496,barswa/XC193496.ogg,
barswa,[],"['alarm call', 'begging call', 'call', 'juvenile']",43.1905,40.385,Hirundo rustica,Barn Swallow,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/193514,barswa/XC193514.ogg,
barswa,[],['flight call'],36.763,126.6319,Hirundo rustica,Barn Swallow,Ross Gallardy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/194688,barswa/XC194688.ogg,
barswa,[],['song'],40.0457,-105.1446,Hirundo rustica,Barn Swallow,Eric DeFonso,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/206071,barswa/XC206071.ogg,
barswa,[],['song'],54.5789,11.9284,Hirundo rustica,Barn Swallow,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/208241,barswa/XC208241.ogg,
barswa,[],['flight call'],30.5564,-96.4243,Hirundo rustica,Barn Swallow,Robert Benson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/210730,barswa/XC210730.ogg,
barswa,[],['song'],60.6995,27.0951,Hirundo rustica,Barn Swallow,Eetu Paljakka,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/211242,barswa/XC211242.ogg,
barswa,[],"['call', 'song']",35.4876,136.1191,Hirundo rustica,Barn Swallow,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/225377,barswa/XC225377.ogg,
barswa,[],['flight call'],50.8399,3.3177,Hirundo rustica,Barn Swallow,Eddy Scheinpflug,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/234296,barswa/XC234296.ogg,
barswa,[],['call'],42.4822,24.3437,Hirundo rustica,Barn Swallow,Nikolay Sariev,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/239627,barswa/XC239627.ogg,
barswa,[],['alarm call'],54.4894,-6.3813,Hirundo rustica,Barn Swallow,Anthony McGeehan ,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/247566,barswa/XC247566.ogg,
barswa,[],"['alarm call', 'call', 'male']",,,Hirundo rustica,Barn Swallow,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/248033,barswa/XC248033.ogg,
barswa,[],"['call', 'juvenile', 'voice of fledglings']",,,Hirundo rustica,Barn Swallow,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/248034,barswa/XC248034.ogg,
barswa,[],['song'],-32.8987,26.3775,Hirundo rustica,Barn Swallow,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/252931,barswa/XC252931.ogg,
barswa,[],['song'],32.7709,-108.2762,Hirundo rustica,Barn Swallow,Jarrod Swackhamer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/253252,barswa/XC253252.ogg,
barswa,[],['alarm call'],19.2405,-99.4966,Hirundo rustica,Barn Swallow,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/253349,barswa/XC253349.ogg,
barswa,[],"['begging call', 'feeding sounds']",50.4659,3.6728,Hirundo rustica,Barn Swallow,Jérémy Simar,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/253722,barswa/XC253722.ogg,
barswa,[],"['call,flight call,begging call']",31.5718,-111.5061,Hirundo rustica,Barn Swallow,David Vander Pluym,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/253981,barswa/XC253981.ogg,
barswa,[],"['call', 'song']",54.4355,13.4214,Hirundo rustica,Barn Swallow,Joe Klaiber,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/254203,barswa/XC254203.ogg,
barswa,[],"['begging call', 'juvenile']",,,Hirundo rustica,Barn Swallow,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/256096,barswa/XC256096.ogg,
barswa,[],"['call', 'flight call', 'highway']",39.5456,-119.5814,Hirundo rustica,Barn Swallow,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/256217,barswa/XC256217.ogg,
barswa,[],['flight call'],46.154,-72.7455,Hirundo rustica,Barn Swallow,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/256529,barswa/XC256529.ogg,
barswa,[],"['call', 'juvenile']",19.3055,-99.3884,Hirundo rustica,Barn Swallow,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/263623,barswa/XC263623.ogg,
barswa,[],"['male', 'song']",44.8333,132.7182,Hirundo rustica,Barn Swallow,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/267418,barswa/XC267418.ogg,
barswa,[],"['alarm call', 'flight call']",44.2353,132.1466,Hirundo rustica,Barn Swallow,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/267430,barswa/XC267430.ogg,
barswa,['rerswa1'],"['alarm call', 'flight call']",44.2353,132.1466,Hirundo rustica,Barn Swallow,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/267431,barswa/XC267431.ogg,
barswa,[],"['male', 'song']",44.2051,132.4161,Hirundo rustica,Barn Swallow,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/267433,barswa/XC267433.ogg,
barswa,[],['call'],44.2051,132.4161,Hirundo rustica,Barn Swallow,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/267653,barswa/XC267653.ogg,
barswa,[],"['begging call', 'call']",51.2617,1.3869,Hirundo rustica,Barn Swallow,Martin Sutherland,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/267929,barswa/XC267929.ogg,
barswa,[],['song'],44.2937,2.0769,Hirundo rustica,Barn Swallow,Bernard BOUSQUET,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/268755,barswa/XC268755.ogg,
barswa,[],"['alarm call', 'flight call']",,,Hirundo rustica,Barn Swallow,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/268804,barswa/XC268804.ogg,
barswa,[],"['Begging calls from 3 nestlings in nest.', 'begging call', 'call']",18.9897,-99.2546,Hirundo rustica,Barn Swallow,Jorge Daniel Ruiz Contreras,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/269815,barswa/XC269815.ogg,
barswa,[],['flight call'],56.0897,47.2577,Hirundo rustica,Barn Swallow,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/270309,barswa/XC270309.ogg,
barswa,[],['flight call'],37.8954,-6.705,Hirundo rustica,Barn Swallow,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/278555,barswa/XC278555.ogg,
barswa,[],['flight call'],37.1893,-5.9122,Hirundo rustica,Barn Swallow,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/282921,barswa/XC282921.ogg,
barswa,[],"['call', 'flight call']",37.0951,-6.0386,Hirundo rustica,Barn Swallow,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/284630,barswa/XC284630.ogg,
barswa,[],"['call', 'song']",-18.0737,-50.1745,Hirundo rustica,Barn Swallow,Marcelo Villegas,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/288339,barswa/XC288339.ogg,
barswa,[],"['flight call', 'song']",-18.8758,-49.562,Hirundo rustica,Barn Swallow,Marcelo Villegas,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/288343,barswa/XC288343.ogg,
barswa,[],['song'],57.2367,18.6766,Hirundo rustica,Barn Swallow,Mikael Litsgård,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/289357,barswa/XC289357.ogg,
barswa,[],['call'],57.2367,18.6766,Hirundo rustica,Barn Swallow,Mikael Litsgård,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/289358,barswa/XC289358.ogg,
barswa,[],['call'],-32.1892,24.2438,Hirundo rustica,Barn Swallow,Alan Collett,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/303791,barswa/XC303791.ogg,
barswa,[],['alarm call'],30.2299,120.1188,Hirundo rustica,Barn Swallow,Qin Huang,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/304029,barswa/XC304029.ogg,
barswa,[],['song'],49.634,26.2213,Hirundo rustica,Barn Swallow,Ruslan Mazuryk,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/306046,barswa/XC306046.ogg,
barswa,[],['call'],49.634,26.2213,Hirundo rustica,Barn Swallow,Ruslan Mazuryk,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/306077,barswa/XC306077.ogg,
barswa,[],['flight call'],,,Hirundo rustica,Barn Swallow,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/306581,barswa/XC306581.ogg,
barswa,[],"['flight call', 'song']",48.44,3.2828,Hirundo rustica,Barn Swallow,julien Rochefort,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/309194,barswa/XC309194.ogg,
barswa,[],['song'],59.1789,37.442,Hirundo rustica,Barn Swallow,Dmitry Kulakov,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/309534,barswa/XC309534.ogg,
barswa,[],['flight call'],37.3629,-5.2286,Hirundo rustica,Barn Swallow,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/312064,barswa/XC312064.ogg,
barswa,[],"['call', 'song']",19.2561,-103.6886,Hirundo rustica,Barn Swallow,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/317542,barswa/XC317542.ogg,
barswa,[],"['call', 'song']",19.2561,-103.6886,Hirundo rustica,Barn Swallow,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/317544,barswa/XC317544.ogg,
barswa,[],"['male', 'song']",49.9181,-6.285,Hirundo rustica,Barn Swallow,Ashley Fisher,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/318261,barswa/XC318261.ogg,
barswa,[],"['male', 'song']",17.5344,-99.4866,Hirundo rustica,Barn Swallow,Ricardo Torres Cárdenas,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/319599,barswa/XC319599.ogg,
barswa,[],['song'],53.3615,6.2513,Hirundo rustica,Barn Swallow,Ad Postma,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/320886,barswa/XC320886.ogg,
barswa,[],['call'],32.0576,-81.3247,Hirundo rustica,Barn Swallow,Russ Wigh,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/324889,barswa/XC324889.ogg,
barswa,[],['song'],41.3751,2.0919,Hirundo rustica,Barn Swallow,Iago,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/324914,barswa/XC324914.ogg,
barswa,[],['call'],38.1103,-84.4921,Hirundo rustica,Barn Swallow,Antonio Xeira,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/327328,barswa/XC327328.ogg,
barswa,[],['flight call'],37.3367,-6.5334,Hirundo rustica,Barn Swallow,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/327364,barswa/XC327364.ogg,
barswa,[],['call'],42.7895,-83.1904,Hirundo rustica,Barn Swallow,Antonio Xeira,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/329025,barswa/XC329025.ogg,
barswa,['spwlap1'],['flight call'],34.9015,33.2369,Hirundo rustica,Barn Swallow,Lars Lachmann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/330211,barswa/XC330211.ogg,
barswa,[],['flight call'],36.1248,-5.4962,Hirundo rustica,Barn Swallow,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/330429,barswa/XC330429.ogg,
barswa,[],['song'],54.5789,11.9284,Hirundo rustica,Barn Swallow,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/331493,barswa/XC331493.ogg,
barswa,[],['song'],41.5048,0.547,Hirundo rustica,Barn Swallow,Jordi Calvet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/333650,barswa/XC333650.ogg,
barswa,[],['call'],36.8149,-6.3366,Hirundo rustica,Barn Swallow,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/334130,barswa/XC334130.ogg,
barswa,[],['song'],44.5026,14.9379,Hirundo rustica,Barn Swallow,Dare Šere,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/335495,barswa/XC335495.ogg,
barswa,[],['call'],26.9172,88.3898,Hirundo rustica,Barn Swallow,Mike Dooher,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/337180,barswa/XC337180.ogg,
barswa,[],['song'],27.5288,-107.8318,Hirundo rustica,Barn Swallow,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/337979,barswa/XC337979.ogg,
barswa,[],['song'],28.3686,-108.9283,Hirundo rustica,Barn Swallow,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/337983,barswa/XC337983.ogg,
barswa,[],['song'],29.1834,-108.1226,Hirundo rustica,Barn Swallow,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/337985,barswa/XC337985.ogg,
barswa,[],['call'],49.8699,127.6447,Hirundo rustica,Barn Swallow,Tom Wulf,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/339819,barswa/XC339819.ogg,
barswa,[],['song'],49.8699,127.6447,Hirundo rustica,Barn Swallow,Tom Wulf,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/339821,barswa/XC339821.ogg,
barswa,[],['flight call'],37.3367,-6.5334,Hirundo rustica,Barn Swallow,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/341167,barswa/XC341167.ogg,
barswa,[],['call'],58.4406,14.2356,Hirundo rustica,Barn Swallow,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/343867,barswa/XC343867.ogg,
barswa,[],['song'],53.3662,22.5953,Hirundo rustica,Barn Swallow,Tero Linjama,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/344095,barswa/XC344095.ogg,
barswa,[],['alarm call'],62.1224,25.6981,Hirundo rustica,Barn Swallow,Tero Linjama,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/344096,barswa/XC344096.ogg,
barswa,"['chibat1', 'reftin1']","['call', 'flight call']",-33.4989,26.9301,Hirundo rustica,Barn Swallow,Tim Cockcroft,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/349298,barswa/XC349298.ogg,
barswa,[],['call'],-33.5324,27.0352,Hirundo rustica,Barn Swallow,Tim Cockcroft,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/349311,barswa/XC349311.ogg,
barswa,['barswa'],['call'],43.1245,2.9896,Hirundo rustica,Barn Swallow,Cedric Mroczko,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/350350,barswa/XC350350.ogg,
