primary_label,type,latitude,longitude,rating,filename,duration,has_coordinates,continent
barswa,both,46.0192,61.846,4.0,barswa/XC184414.ogg,57.26040625,True,Asia
barswa,both,46.0192,61.846,3.0,barswa/XC184418.ogg,60.47346875,True,Asia
barswa,call,39.1382,66.8735,3.0,barswa/XC185479.ogg,10.24,True,Asia
barswa,song,49.0715,-106.5309,3.5,barswa/XC186847.ogg,6.73959375,True,Americas
barswa,song,38.0707,-122.8246,3.0,barswa/XC187314.ogg,56.9469375,True,Americas
barswa,song,36.638,30.4419,4.5,barswa/XC187796.ogg,85.6555,True,Europe
barswa,call,53.2364,21.4666,5.0,barswa/XC188601.ogg,11.196,True,Europe
barswa,call,55.0759,47.7804,4.0,barswa/XC190143.ogg,9.6130625,True,Europe
barswa,call,,,5.0,barswa/XC191024.ogg,16.104,False,
barswa,song,,,5.0,barswa/XC191025.ogg,8.568,False,
barswa,song,54.4943,-6.3824,4.0,barswa/XC191394.ogg,31.16409375,True,Europe
barswa,call,,,3.5,barswa/XC192547.ogg,22.8,False,
barswa,call,,,3.5,barswa/XC192549.ogg,9.408,False,
barswa,call,,,3.5,barswa/XC192658.ogg,68.3363125,False,
barswa,call,43.1905,40.385,4.0,barswa/XC193495.ogg,39.68,True,Asia
barswa,call,43.1905,40.385,4.0,barswa/XC193496.ogg,30.92896875,True,Asia
barswa,call,43.1905,40.385,4.0,barswa/XC193514.ogg,34.0375625,True,Asia
barswa,call,36.763,126.6319,3.0,barswa/XC194688.ogg,46.44571875,True,Asia
barswa,song,40.0457,-105.1446,4.0,barswa/XC206071.ogg,8.688,True,Americas
barswa,song,54.5789,11.9284,4.5,barswa/XC208241.ogg,29.9363125,True,Europe
barswa,call,30.5564,-96.4243,4.0,barswa/XC210730.ogg,55.008,True,Americas
barswa,song,60.6995,27.0951,3.5,barswa/XC211242.ogg,21.47265625,True,Europe
barswa,both,35.4876,136.1191,3.5,barswa/XC225377.ogg,63.144,True,Asia
barswa,call,50.8399,3.3177,4.0,barswa/XC234296.ogg,8.184,True,Europe
barswa,call,42.4822,24.3437,4.0,barswa/XC239627.ogg,63.768,True,Europe
barswa,call,54.4894,-6.3813,4.0,barswa/XC247566.ogg,7.1836875,True,Europe
barswa,call,,,3.5,barswa/XC248033.ogg,16.728,False,
barswa,call,,,3.5,barswa/XC248034.ogg,24.48,False,
barswa,song,-32.8987,26.3775,5.0,barswa/XC252931.ogg,16.368,True,Africa
barswa,song,32.7709,-108.2762,4.0,barswa/XC253252.ogg,16.5355,True,Americas
barswa,call,19.2405,-99.4966,4.0,barswa/XC253349.ogg,5.093875,True,Americas
barswa,call,50.4659,3.6728,3.0,barswa/XC253722.ogg,153.6,True,Europe
barswa,call,31.5718,-111.5061,3.5,barswa/XC253981.ogg,39.0791875,True,Americas
barswa,both,54.4355,13.4214,4.0,barswa/XC254203.ogg,62.48490625,True,Europe
barswa,call,,,4.0,barswa/XC256096.ogg,14.688,False,
barswa,call,39.5456,-119.5814,3.0,barswa/XC256217.ogg,11.6245,True,Americas
barswa,call,46.154,-72.7455,3.5,barswa/XC256529.ogg,18.15509375,True,Americas
barswa,call,19.3055,-99.3884,4.0,barswa/XC263623.ogg,17.47590625,True,Americas
barswa,song,44.8333,132.7182,3.0,barswa/XC267418.ogg,80.37878125,True,Europe
barswa,call,44.2353,132.1466,4.0,barswa/XC267430.ogg,25.31265625,True,Europe
barswa,call,44.2353,132.1466,3.5,barswa/XC267431.ogg,59.97715625,True,Europe
barswa,song,44.2051,132.4161,3.0,barswa/XC267433.ogg,86.4914375,True,Europe
barswa,call,44.2051,132.4161,3.0,barswa/XC267653.ogg,7.1314375,True,Europe
barswa,call,51.2617,1.3869,4.0,barswa/XC267929.ogg,27.5069375,True,Europe
barswa,song,44.2937,2.0769,5.0,barswa/XC268755.ogg,9.82203125,True,Europe
barswa,call,,,2.5,barswa/XC268804.ogg,76.53878125,False,
barswa,call,18.9897,-99.2546,4.0,barswa/XC269815.ogg,22.392,True,Americas
barswa,call,56.0897,47.2577,4.0,barswa/XC270309.ogg,17.55428125,True,Europe
barswa,call,37.8954,-6.705,2.0,barswa/XC278555.ogg,39.601625,True,Europe
barswa,call,37.1893,-5.9122,3.0,barswa/XC282921.ogg,10.8408125,True,Europe
barswa,call,37.0951,-6.0386,3.0,barswa/XC284630.ogg,17.58040625,True,Europe
barswa,both,-18.0737,-50.1745,5.0,barswa/XC288339.ogg,21.552,True,Americas
barswa,both,-18.8758,-49.562,5.0,barswa/XC288343.ogg,12.336,True,Americas
barswa,song,57.2367,18.6766,5.0,barswa/XC289357.ogg,10.7363125,True,Europe
barswa,call,57.2367,18.6766,4.0,barswa/XC289358.ogg,23.7714375,True,Europe
barswa,call,-32.1892,24.2438,3.0,barswa/XC303791.ogg,41.24734375,True,Africa
barswa,call,30.2299,120.1188,4.0,barswa/XC304029.ogg,95.472,True,Asia
barswa,song,49.634,26.2213,3.0,barswa/XC306046.ogg,20.352,True,Europe
barswa,call,49.634,26.2213,3.0,barswa/XC306077.ogg,120.24,True,Europe
barswa,call,,,2.0,barswa/XC306581.ogg,22.5436875,False,
barswa,both,48.44,3.2828,5.0,barswa/XC309194.ogg,18.5730625,True,Europe
barswa,song,59.1789,37.442,5.0,barswa/XC309534.ogg,19.7485625,True,Europe
barswa,call,37.3629,-5.2286,3.0,barswa/XC312064.ogg,16.37878125,True,Europe
barswa,both,19.2561,-103.6886,5.0,barswa/XC317542.ogg,46.94203125,True,Americas
barswa,both,19.2561,-103.6886,5.0,barswa/XC317544.ogg,28.7085625,True,Americas
barswa,song,49.9181,-6.285,5.0,barswa/XC318261.ogg,68.5714375,True,Europe
barswa,song,17.5344,-99.4866,3.0,barswa/XC319599.ogg,108.35590625,True,Americas
barswa,song,53.3615,6.2513,5.0,barswa/XC320886.ogg,13.3224375,True,Europe
barswa,call,32.0576,-81.3247,4.5,barswa/XC324889.ogg,57.0514375,True,Americas
barswa,song,41.3751,2.0919,2.5,barswa/XC324914.ogg,239.333875,True,Europe
barswa,call,38.1103,-84.4921,4.5,barswa/XC327328.ogg,15.30775,True,Americas
barswa,call,37.3367,-6.5334,3.0,barswa/XC327364.ogg,13.81878125,True,Europe
barswa,call,42.7895,-83.1904,4.0,barswa/XC329025.ogg,20.48,True,Americas
barswa,call,34.9015,33.2369,4.5,barswa/XC330211.ogg,25.28653125,True,Europe
barswa,call,36.1248,-5.4962,3.0,barswa/XC330429.ogg,7.549375,True,Europe
barswa,song,54.5789,11.9284,4.0,barswa/XC331493.ogg,10.266125,True,Europe
barswa,song,41.5048,0.547,5.0,barswa/XC333650.ogg,50.472,True,Europe
barswa,call,36.8149,-6.3366,3.0,barswa/XC334130.ogg,11.04978125,True,Europe
barswa,song,44.5026,14.9379,5.0,barswa/XC335495.ogg,22.944,True,Europe
barswa,call,26.9172,88.3898,5.0,barswa/XC337180.ogg,23.904,True,Asia
barswa,song,27.5288,-107.8318,4.5,barswa/XC337979.ogg,202.7624375,True,Americas
barswa,song,28.3686,-108.9283,3.5,barswa/XC337983.ogg,135.0530625,True,Americas
barswa,song,29.1834,-108.1226,4.5,barswa/XC337985.ogg,235.650625,True,Americas
barswa,call,49.8699,127.6447,4.0,barswa/XC339819.ogg,8.80325,True,Europe
barswa,song,49.8699,127.6447,4.5,barswa/XC339821.ogg,12.0685625,True,Europe
barswa,call,37.3367,-6.5334,3.0,barswa/XC341167.ogg,10.266125,True,Europe
barswa,call,58.4406,14.2356,5.0,barswa/XC343867.ogg,106.9453125,True,Europe
barswa,song,53.3662,22.5953,5.0,barswa/XC344095.ogg,17.4236875,True,Europe
barswa,call,62.1224,25.6981,5.0,barswa/XC344096.ogg,5.784,True,Europe
barswa,call,-33.4989,26.9301,3.5,barswa/XC349298.ogg,13.89715625,True,Africa
barswa,call,-33.5324,27.0352,5.0,barswa/XC349311.ogg,37.30284375,True,Africa
barswa,call,43.1245,2.9896,3.5,barswa/XC350350.ogg,62.0669375,True,Europe
barswa,both,47.6468,21.0928,3.5,barswa/XC356315.ogg,115.59184375,True,Europe
barswa,both,36.4172,-6.1459,4.0,barswa/XC361216.ogg,43.52,True,Europe
barswa,both,36.4172,-6.1459,4.0,barswa/XC361217.ogg,52.16653125,True,Europe
barswa,both,36.4172,-6.1459,4.0,barswa/XC361218.ogg,16.84896875,True,Europe
barswa,both,36.4172,-6.1459,4.0,barswa/XC361219.ogg,27.03675,True,Europe
barswa,both,36.4172,-6.1459,4.0,barswa/XC361221.ogg,35.78775,True,Europe
barswa,both,36.4172,-6.1459,3.0,barswa/XC361222.ogg,33.22775,True,Europe
barswa,both,36.4172,-6.1459,3.0,barswa/XC361223.ogg,114.39021875,True,Europe
barswa,both,36.4172,-6.1459,3.0,barswa/XC361224.ogg,13.27021875,True,Europe
barswa,both,36.4172,-6.1459,3.0,barswa/XC361226.ogg,122.88,True,Europe
barswa,both,36.4172,-6.1459,3.0,barswa/XC361228.ogg,125.466125,True,Europe
barswa,both,36.4172,-6.1459,2.0,barswa/XC361230.ogg,45.60978125,True,Europe
barswa,both,36.4172,-6.1459,3.0,barswa/XC361232.ogg,162.61225,True,Europe
barswa,both,36.4172,-6.1459,3.0,barswa/XC361235.ogg,369.03184375,True,Europe
barswa,both,36.4172,-6.1459,4.0,barswa/XC361236.ogg,17.4236875,True,Europe
barswa,both,36.4172,-6.1459,2.0,barswa/XC361239.ogg,129.43675,True,Europe
barswa,both,36.4172,-6.1459,2.0,barswa/XC361240.ogg,189.17878125,True,Europe
barswa,both,36.4172,-6.1459,4.0,barswa/XC361241.ogg,82.75590625,True,Europe
barswa,both,36.4172,-6.1459,3.0,barswa/XC361736.ogg,19.40896875,True,Europe
barswa,both,36.4172,-6.1459,4.0,barswa/XC361737.ogg,47.62121875,True,Europe
barswa,both,36.4172,-6.1459,3.0,barswa/XC361738.ogg,38.84409375,True,Europe
barswa,both,36.4172,-6.1459,3.0,barswa/XC361743.ogg,16.58775,True,Europe
barswa,both,36.4172,-6.1459,5.0,barswa/XC361746.ogg,29.12653125,True,Europe
barswa,both,36.4172,-6.1459,4.0,barswa/XC361748.ogg,22.4914375,True,Europe
barswa,both,36.4172,-6.1459,4.0,barswa/XC361750.ogg,49.71103125,True,Europe
barswa,both,36.4172,-6.1459,3.0,barswa/XC361751.ogg,67.78775,True,Europe
barswa,both,36.4172,-6.1459,4.0,barswa/XC361810.ogg,20.81959375,True,Europe
barswa,both,36.4172,-6.1459,5.0,barswa/XC361812.ogg,93.04815625,True,Europe
barswa,both,36.4172,-6.1459,4.0,barswa/XC361814.ogg,40.4636875,True,Europe
barswa,both,36.4172,-6.1459,5.0,barswa/XC361815.ogg,28.029375,True,Europe
barswa,both,36.4172,-6.1459,5.0,barswa/XC361817.ogg,21.0808125,True,Europe
barswa,call,49.634,26.2213,2.5,barswa/XC370356.ogg,19.2,True,Europe
barswa,song,52.2415,1.6225,5.0,barswa/XC370786.ogg,14.016,True,Europe
barswa,call,43.0671,6.138,4.0,barswa/XC371023.ogg,74.135,True,Europe
barswa,song,42.806,13.8335,4.0,barswa/XC371853.ogg,50.83428125,True,Europe
barswa,call,42.5373,-76.5487,3.5,barswa/XC372598.ogg,10.08325,True,Americas
barswa,song,45.5163,8.7525,3.0,barswa/XC373002.ogg,18.938,True,Europe
barswa,song,46.4582,11.2475,4.5,barswa/XC375299.ogg,194.14203125,True,Europe
barswa,song,46.1028,8.6971,5.0,barswa/XC375583.ogg,5.955,True,Europe
barswa,song,40.6083,-74.3452,5.0,barswa/XC376077.ogg,34.056,True,Americas
barswa,song,-7.0611,110.4473,5.0,barswa/XC376569.ogg,44.1208125,True,Asia
barswa,call,45.0855,-108.6649,3.5,barswa/XC377071.ogg,29.448,True,Americas
barswa,call,45.0855,-108.6649,2.5,barswa/XC377080.ogg,16.2,True,Americas
barswa,call,54.5789,11.9284,4.0,barswa/XC377901.ogg,7.1314375,True,Europe
barswa,song,60.6226,15.4678,5.0,barswa/XC378427.ogg,16.24815625,True,Europe
barswa,song,69.598,18.823,4.5,barswa/XC379023.ogg,35.376,True,Europe
barswa,song,47.9963,10.9543,4.5,barswa/XC379571.ogg,301.84490625,True,Europe
barswa,call,63.8314,20.7151,4.5,barswa/XC380471.ogg,20.184,True,Europe
barswa,call,46.9294,7.4663,3.5,barswa/XC382657.ogg,36.5191875,True,Europe
barswa,both,38.1518,21.3854,5.0,barswa/XC383822.ogg,129.175,True,Europe
barswa,call,53.1234,-1.9189,5.0,barswa/XC383831.ogg,17.3975625,True,Europe
barswa,call,53.1234,-1.9189,5.0,barswa/XC383832.ogg,17.86775,True,Europe
barswa,song,28.1815,-105.4379,4.0,barswa/XC384074.ogg,15.51675,True,Americas
barswa,both,,,3.0,barswa/XC387456.ogg,174.44571875,False,
barswa,call,-10.7536,25.5216,2.0,barswa/XC394400.ogg,8.64653125,True,Africa
barswa,call,52.1346,5.1221,5.0,barswa/XC394763.ogg,37.6424375,True,Europe
barswa,call,13.8549,100.4735,4.0,barswa/XC396335.ogg,18.6253125,True,Asia
barswa,call,13.8949,100.4655,4.0,barswa/XC402733.ogg,14.49796875,True,Asia
barswa,song,13.8949,100.4655,4.0,barswa/XC402778.ogg,61.309375,True,Asia
barswa,song,35.0573,34.0009,5.0,barswa/XC405617.ogg,114.20734375,True,Europe
barswa,song,-30.6683,25.4843,3.5,barswa/XC406274.ogg,55.48409375,True,Africa
barswa,call,28.229,-80.813,2.5,barswa/XC406829.ogg,19.824,True,Americas
barswa,call,39.0231,21.1353,3.0,barswa/XC411412.ogg,47.673,True,Europe
barswa,song,51.7979,-8.1822,4.0,barswa/XC411677.ogg,24.032,True,Europe
barswa,both,25.5804,-100.248,4.0,barswa/XC415547.ogg,58.04409375,True,Americas
barswa,song,51.7952,-8.1764,4.5,barswa/XC416955.ogg,68.702,True,Europe
barswa,song,59.9358,24.3885,4.5,barswa/XC417086.ogg,37.944,True,Europe
barswa,both,52.2368,13.8708,4.0,barswa/XC418145.ogg,81.68490625,True,Europe
barswa,song,51.9534,-3.8271,4.0,barswa/XC421348.ogg,31.3469375,True,Europe
barswa,call,63.8986,19.8494,4.0,barswa/XC422186.ogg,19.656,True,Europe
barswa,both,42.3854,-76.35,3.5,barswa/XC422735.ogg,33.410625,True,Americas
barswa,song,-18.002,-40.381,3.0,barswa/XC423007.ogg,16.8,True,Americas
barswa,song,-18.002,-40.381,3.0,barswa/XC423008.ogg,74.592,True,Americas
barswa,both,37.5823,12.8324,5.0,barswa/XC423687.ogg,42.684,True,Europe
barswa,call,53.6146,-10.1973,5.0,barswa/XC428701.ogg,60.456,True,Europe
barswa,call,41.303,2.1281,4.0,barswa/XC432107.ogg,5.041625,True,Europe
barswa,call,54.3767,9.0913,5.0,barswa/XC433031.ogg,48.091,True,Europe
barswa,call,42.758,-70.801,4.5,barswa/XC433095.ogg,65.544,True,Americas
barswa,call,43.3139,-5.3944,5.0,barswa/XC433813.ogg,42.456,True,Europe
barswa,call,41.5048,0.547,5.0,barswa/XC435493.ogg,78.36,True,Europe
barswa,song,9.0163,-81.715,4.0,barswa/XC437453.ogg,10.63184375,True,Americas
barswa,song,14.0425,-87.2198,1.0,barswa/XC443240.ogg,11.389,True,Americas
barswa,call,28.6712,-81.592,5.0,barswa/XC452058.ogg,23.28,True,Americas
barswa,call,51.6433,105.5224,3.0,barswa/XC454814.ogg,7.992,True,Europe
barswa,song,51.6424,105.5332,3.0,barswa/XC457792.ogg,21.744,True,Europe
barswa,song,51.6424,105.5332,3.0,barswa/XC457799.ogg,27.984,True,Europe
barswa,call,51.6424,105.5332,3.0,barswa/XC457802.ogg,141.864,True,Europe
barswa,song,51.6424,105.5332,3.0,barswa/XC457804.ogg,48.576,True,Europe
barswa,song,51.6424,105.5332,3.0,barswa/XC457805.ogg,30.936,True,Europe
barswa,song,51.6424,105.5332,4.0,barswa/XC457806.ogg,13.296,True,Europe
barswa,call,51.6424,105.5332,4.0,barswa/XC457812.ogg,212.136,True,Europe
barswa,song,51.6424,105.5332,4.0,barswa/XC457816.ogg,20.064,True,Europe
barswa,song,51.6424,105.5332,3.0,barswa/XC457817.ogg,22.848,True,Europe
barswa,call,51.6424,105.5332,3.0,barswa/XC457823.ogg,28.176,True,Europe
barswa,call,51.6424,105.5332,3.0,barswa/XC457827.ogg,21.84,True,Europe
barswa,song,51.6424,105.5332,4.0,barswa/XC457831.ogg,18.84,True,Europe
barswa,song,51.6433,105.5224,1.0,barswa/XC458224.ogg,20.64,True,Europe
barswa,call,51.6433,105.5224,3.0,barswa/XC458225.ogg,12.432,True,Europe
barswa,call,51.5436,105.1263,3.0,barswa/XC458229.ogg,60.912,True,Europe
barswa,call,51.6433,105.5224,1.0,barswa/XC458236.ogg,8.952,True,Europe
barswa,song,51.6433,105.5224,3.0,barswa/XC458630.ogg,11.376,True,Europe
barswa,song,51.6433,105.5224,2.0,barswa/XC458631.ogg,16.272,True,Europe
barswa,song,51.6433,105.5224,3.0,barswa/XC458633.ogg,22.656,True,Europe
barswa,song,51.6433,105.5224,3.0,barswa/XC458638.ogg,6.216,True,Europe
barswa,song,51.6433,105.5224,2.0,barswa/XC458641.ogg,11.4,True,Europe
barswa,song,37.9735,-4.5713,3.0,barswa/XC459354.ogg,30.0146875,True,Europe
barswa,call,37.1792,-7.4687,3.0,barswa/XC460329.ogg,12.072,True,Europe
barswa,call,37.9735,-4.5713,4.0,barswa/XC461126.ogg,17.00571875,True,Europe
barswa,call,1.4226,103.7266,4.5,barswa/XC464253.ogg,72.51590625,True,Asia
barswa,call,-36.7232,-56.675,3.0,barswa/XC464830.ogg,18.15509375,True,Americas
barswa,call,45.8723,10.8669,2.0,barswa/XC465274.ogg,6.452,True,Europe
barswa,song,-33.4305,26.9418,4.0,barswa/XC467012.ogg,23.04,True,Africa
barswa,call,-37.7181,-57.4445,5.0,barswa/XC46803.ogg,11.67675,True,Americas
barswa,song,49.3597,-1.2466,4.5,barswa/XC468456.ogg,29.727,True,Europe
barswa,call,49.0331,1.6304,3.5,barswa/XC468712.ogg,38.582,True,Europe
barswa,call,42.965,9.4512,5.0,barswa/XC471591.ogg,6.45225,True,Europe
barswa,song,41.492,9.055,5.0,barswa/XC471705.ogg,51.56571875,True,Europe
barswa,call,43.0044,9.4058,4.0,barswa/XC471962.ogg,18.456,True,Europe
barswa,call,52.2183,0.1441,4.0,barswa/XC472363.ogg,6.024,True,Europe
barswa,call,51.4213,5.4732,2.0,barswa/XC472519.ogg,6.08653125,True,Europe
barswa,song,42.0384,-82.5111,5.0,barswa/XC476498.ogg,24.552,True,Americas
barswa,call,,,3.0,barswa/XC479167.ogg,51.043,False,
barswa,call,40.6052,-74.2495,4.5,barswa/XC480227.ogg,13.824,True,Americas
barswa,call,37.1485,-7.5699,5.0,barswa/XC481652.ogg,5.088,True,Europe
barswa,call,50.1191,18.9721,3.0,barswa/XC481810.ogg,13.63590625,True,Europe
barswa,song,42.1533,44.7002,4.5,barswa/XC482761.ogg,94.38040625,True,Asia
barswa,song,49.634,26.2213,4.5,barswa/XC484700.ogg,127.896,True,Europe
barswa,both,50.1022,18.9489,5.0,barswa/XC485999.ogg,10.213875,True,Europe
barswa,call,37.1866,-7.4373,3.5,barswa/XC486167.ogg,26.568,True,Europe
barswa,call,37.1866,-7.4373,4.5,barswa/XC486210.ogg,40.44,True,Europe
barswa,call,37.1866,-7.4373,4.5,barswa/XC486212.ogg,73.248,True,Europe
barswa,song,50.3431,5.1493,5.0,barswa/XC486272.ogg,48.92734375,True,Europe
barswa,song,51.7037,103.6979,5.0,barswa/XC486365.ogg,25.104,True,Europe
barswa,call,51.7037,103.6979,4.0,barswa/XC486366.ogg,11.664,True,Europe
barswa,song,54.3333,18.9368,3.0,barswa/XC486577.ogg,20.89796875,True,Europe
barswa,call,,,4.5,barswa/XC487779.ogg,45.87103125,False,
barswa,call,50.1191,18.9721,2.0,barswa/XC488850.ogg,8.8555,True,Europe
barswa,call,50.1191,18.9721,4.0,barswa/XC488933.ogg,17.65878125,True,Europe
barswa,call,53.2754,5.8399,3.0,barswa/XC489288.ogg,5.27675,True,Europe
barswa,call,45.9044,3.5297,5.0,barswa/XC492101.ogg,18.0,True,Europe
barswa,call,43.5008,16.4506,4.0,barswa/XC494034.ogg,12.53878125,True,Europe
barswa,call,55.2375,47.6393,4.0,barswa/XC494922.ogg,10.42284375,True,Europe
barswa,blank,40.9965,9.6276,4.0,barswa/XC495726.ogg,16.5355,True,Europe
barswa,call,46.3315,-1.3214,5.0,barswa/XC496382.ogg,59.97715625,True,Europe
barswa,call,51.8096,16.6488,1.0,barswa/XC496522.ogg,9.0645,True,Europe
barswa,both,48.7722,2.12,5.0,barswa/XC496624.ogg,30.336,True,Europe
barswa,call,53.7784,20.4487,3.5,barswa/XC501004.ogg,57.20815625,True,Europe
barswa,call,50.78,-120.433,5.0,barswa/XC511280.ogg,38.87021875,True,Americas
barswa,call,56.3174,16.4936,5.0,barswa/XC511681.ogg,118.92,True,Europe
barswa,song,56.2667,16.4834,5.0,barswa/XC511682.ogg,20.088,True,Europe
barswa,song,-37.7214,-57.4295,4.0,barswa/XC52061.ogg,5.7730625,True,Americas
barswa,call,47.8594,104.317,4.0,barswa/XC526924.ogg,21.2375625,True,Asia
barswa,call,37.1817,-7.5828,3.5,barswa/XC527823.ogg,8.424,True,Europe
barswa,call,37.1379,-7.6303,4.0,barswa/XC541615.ogg,11.208,True,Europe
barswa,call,44.0635,1.9515,2.5,barswa/XC541676.ogg,24.05878125,True,Europe
barswa,both,43.6108,3.8767,3.0,barswa/XC541914.ogg,5.592,True,Europe
barswa,call,43.6108,3.8767,3.0,barswa/XC541924.ogg,28.92,True,Europe
barswa,song,52.964,0.605,1.0,barswa/XC542504.ogg,17.952,True,Europe
barswa,call,52.101,4.434,3.0,barswa/XC54516.ogg,13.08734375,True,Europe
barswa,call,50.1191,18.9721,3.0,barswa/XC545986.ogg,11.736,True,Europe
barswa,call,41.2243,1.7254,3.0,barswa/XC546866.ogg,6.243,True,Europe
barswa,call,-22.5454,-42.4223,4.0,barswa/XC549186.ogg,59.184,True,Americas
barswa,call,43.5067,4.1273,4.0,barswa/XC553706.ogg,14.52409375,True,Europe
barswa,call,38.5553,-6.0661,4.0,barswa/XC553804.ogg,93.413875,True,Europe
barswa,call,48.8659,1.9428,4.0,barswa/XC554132.ogg,5.376,True,Europe
barswa,call,41.0871,1.1009,2.0,barswa/XC555473.ogg,6.06,True,Europe
barswa,call,38.2481,35.2006,4.0,barswa/XC557394.ogg,15.307,True,Europe
barswa,call,44.0635,1.9515,3.5,barswa/XC558739.ogg,21.60325,True,Europe
barswa,song,52.7001,23.8501,5.0,barswa/XC559606.ogg,31.536,True,Europe
barswa,call,57.48,-4.1667,1.0,barswa/XC559681.ogg,8.019,True,Europe
barswa,song,49.6975,-1.2651,5.0,barswa/XC560260.ogg,15.62121875,True,Europe
barswa,song,,,5.0,barswa/XC560510.ogg,25.18203125,False,
barswa,call,41.0648,1.0813,4.0,barswa/XC564035.ogg,7.444,True,Europe
barswa,both,36.198,-82.777,4.0,barswa/XC56419.ogg,56.13715625,True,Americas
barswa,both,48.6308,1.7219,4.0,barswa/XC565640.ogg,18.288,True,Europe
barswa,call,23.828,120.7929,5.0,barswa/XC567605.ogg,12.96,True,Asia
barswa,call,23.828,120.7929,4.0,barswa/XC567606.ogg,5.976,True,Asia
barswa,call,44.8372,-93.3769,4.0,barswa/XC568943.ogg,6.164,True,Americas
barswa,song,44.8372,-93.3769,5.0,barswa/XC570215.ogg,48.378,True,Americas
barswa,call,50.1191,18.9721,3.5,barswa/XC570975.ogg,7.56,True,Europe
barswa,call,52.7828,0.3717,3.5,barswa/XC571315.ogg,52.63675,True,Europe
barswa,call,36.7795,-5.1192,4.0,barswa/XC573106.ogg,30.1975625,True,Europe
barswa,call,39.6216,-0.2614,5.0,barswa/XC574535.ogg,8.90775,True,Europe
barswa,song,42.3534,-0.7945,5.0,barswa/XC574966.ogg,115.069375,True,Europe
barswa,call,23.5658,-105.8415,4.0,barswa/XC575357.ogg,6.373,True,Americas
barswa,both,58.7542,23.8439,5.0,barswa/XC575747.ogg,36.12,True,Europe
barswa,call,31.9237,-81.0559,4.5,barswa/XC576324.ogg,33.936,True,Americas
barswa,call,58.5693,23.1677,2.5,barswa/XC576542.ogg,12.564,True,Europe
barswa,song,,,3.0,barswa/XC57672.ogg,40.96,False,
barswa,call,41.0871,1.1009,4.0,barswa/XC577281.ogg,15.255,True,Europe
barswa,call,18.8728,-99.2004,4.0,barswa/XC579650.ogg,11.976,True,Americas
barswa,call,52.3143,4.821,5.0,barswa/XC579896.ogg,6.744,True,Europe
barswa,call,51.4213,5.4732,4.5,barswa/XC580041.ogg,55.24896875,True,Europe
barswa,song,52.7294,-0.5406,4.0,barswa/XC580258.ogg,19.53959375,True,Europe
barswa,call,41.1331,0.9516,4.0,barswa/XC580816.ogg,40.96,True,Europe
barswa,call,50.8707,16.6727,4.0,barswa/XC581792.ogg,9.336,True,Europe
barswa,call,50.8707,16.6727,4.0,barswa/XC581793.ogg,14.592,True,Europe
